STATE,LIB_ID,LIB_NAME,COUNTY,BK_MOB,MS_LIBRARIANS,LIBRARIANS,LOC_GVT,ST_GVT,FED_GVT,OTH_INCM,TOT_INCM,STAFF_EXP,PR_MAT_EXP,EL_MAT_EXP,OTH_MAT_EX,TOT_EXP_CO,OTH_OP_EXP,TOT_OP_EXP,L_CAP_REV,S_CAP_REV,F_CAP_REV,O_CAP_REV,CAP_REV,CAPITAL,BOOKS,EBOOKS,DB_LO_OT,DB_ST,DATABASE,SUBSCRIP,HRS_OPEN,VISITS,CARDHOLDERS,TOT_CIR,EL_MAT_CIR,GPTERMS,PITUSR,YR_SUB,OBEREG,FIPSST,FIPSCO,FIPSPLAC,COUNTY_POP,LAT,LON
KS,KS0094,FORMOSO PUBLIC LIBRARY,JEWELL,0,0,0.25,4842,3366,201,0,8409,,207,0,0,207,,7399,420,0,0,0,420,0,5308,0,0,51,51,40,520,1674,276,1608,0,7,542,2014,4,20,89,23825,3067,39.7804842,-97.9931789
KS,KS0231,NORCATUR PUBLIC LIBRARY,DECATUR,0,0,0.12,2511,1060,0,1000,4571,,1025,0,500,1525,,3525,0,0,0,0,0,0,7780,0,0,51,51,0,664,370,100,1700,0,2,25,2014,4,20,39,50925,2915,39.8339357,-100.189189
KS,KS0014,AXTELL PUBLIC LIBRARY,MARSHALL,0,0,0.3,5960,1411,0,113,7484,,1250,0,161,1411,,7587,0,0,0,0,0,0,5969,0,0,51,51,0,624,2070,202,1835,0,4,629,2014,4,20,117,3600,10028,39.8724771,-96.2591012
ME,264,MONROE COMMUNITY LIBRARY,WALDO,0,0,0,500,0,0,0,500,,367,0,0,367,,367,0,0,0,0,0,0,2100,0,0,0,0,0,1664,600,48,584,0,0,0,2014,1,23,27,0,38975,44.5685775,-69.0060583
ME,310,PALERMO COMMUNITY LIBRARY,WALDO,0,0,0,3712,0,0,2837,6549,,367,0,0,367,,2229,0,0,0,0,0,92,8548,0,66,0,66,0,660,689,761,1302,0,3,1749,2014,1,23,27,0,38975,44.373118,-69.3948386
ND,ND0104,ELGIN PUBLIC LIBRARY,GRANT,0,0,0,2300,431,0,10837,13568,,0,71,0,71,,6016,0,0,0,0,0,0,9800,0,31,25,56,0,2040,4029,226,2099,0,4,590,2014,4,38,37,23020,2371,46.4023898,-101.8455418
NE,NE0008-003,ANSLEY TOWNSHIP LIBRARY,CUSTER,0,0,0.24,4492,0,0,223,4715,,0,0,0,0,,6486,0,0,0,0,0,1827,22324,0,0,20,20,38,312,985,220,1193,-1,5,1309,2014,4,31,41,1535,10796,41.2879706,-99.3806397
SD,FSCS 69,WAGE MEMORIAL LIBRARY,BROWN,0,0,0.13,3299,0,0,71,3370,,458,0,185,643,,3475,0,0,0,0,0,0,3039,0,0,40,40,0,2340,800,1400,1969,0,2,243,2014,4,46,13,26340,38162,45.447608,-98.098644
SD,FSCS 73,TRIPP PUBLIC LIBRARY,HUTCHINSON,0,0,0.13,4500,0,0,468,4968,,249,0,300,549,,4733,0,0,0,0,0,0,6756,0,0,40,40,0,416,5824,251,4089,0,4,273,2014,4,46,67,64020,7170,43.2264285,-97.9670374
TX,169,GROVETON PUBLIC LIBRARY,TRINITY,0,0,0.5,21393,0,0,357,21750,,915,0,0,915,,19939,0,0,0,0,0,0,7280,0,0,0,0,5,1968,2998,593,2469,0,2,1750,2014,6,48,455,31340,14401,31.0612023,-95.1366214
TX,177,HASKELL COUNTY LIBRARY,HASKELL,0,0,0.91,83170,0,0,1045,84215,,5722,0,0,5722,,78294,0,0,0,0,0,0,11968,0,0,51,51,9,2063,9959,2142,30905,0,13,4806,2014,6,48,207,32696,5884,33.1587181,-99.7339024
VT,VERSHIRE,VERSHIRE COMMUNITY,ORANGE,0,0,0,0,0,356,0,356,,131,0,0,131,,1346,0,0,0,0,0,77,4626,0,0,0,0,3,468,1485,322,1164,-1,0,0,2014,1,50,17,0,28879,43.9717054,-72.3359747
AK,AK0003-002,ANDERSON VILLAGE LIBRARY,DENALI,0,0,0.3,7500,6500,0,513,14513,,2349,0,678,3027,,14514,0,0,0,0,0,0,15805,0,0,49,49,7,600,1050,120,1125,0,4,300,2014,8,2,68,3220,1933,64.3435982,-149.1786346
AK,AK0001-002,ANCHOR POINT PUBLIC LIBRARY,KENAI PENINSULA,0,0,0.68,0,14162,876,18757,33795,,3671,0,484,4155,,21598,0,0,0,0,0,0,16761,0,0,49,49,10,1404,9371,480,14808,0,8,2039,2014,8,2,122,3110,57067,59.7796042,-151.8400068
AK,AK0002-011,ANCHORAGE PUBLIC LIBRARY,ANCHORAGE,0,23,27.8,9475176,56224,171974,277194,9980568,6704545,578380,171959,192644,942983,3188828,10836356,0,1763500,0,0,1763500,0,513068,11371,10,49,59,629,10608,804323,102056,1614248,78914,134,141638,2014,8,2,20,3000,301629,61.187677,-149.876781
AK,AK0006-002,KUSKOKWIM CONSORTIUM LIBRARY,BETHEL,0,0,3,67600,6500,0,189469,263569,250491,7139,0,1985,9124,6930,266545,0,0,0,0,0,0,33675,165,138,49,187,50,2652,31226,1219,10546,0,9,18200,2014,8,2,50,6520,17806,60.7857552,-161.8029566
AK,AK0007-002,BIG LAKE PUBLIC LIBRARY,MATANUSKA-SUSITNA,0,0,1,314258,6500,4451,0,325209,252721,22253,0,0,22253,46234,321208,0,0,0,0,0,0,22876,8777,0,49,49,55,2548,43267,2720,62944,2507,23,11236,2014,8,2,170,7070,95892,61.546612,-149.818403
AK,AK0008-002,CANTWELL COMMUNITY LIBRARY,DENALI,0,0,0.5,4000,6500,7000,3424,20924,,4643,0,1025,5668,,20414,0,0,0,0,0,0,13251,0,0,49,49,12,750,2900,145,4785,0,1,750,2014,8,2,68,10150,1933,63.461051,-148.757407
AK,AK0011-002,CHINIAK PUBLIC LIBRARY,KODIAK ISLAND,0,0,0,3000,6500,28598,46200,84298,,3783,40,612,4435,,82215,3000,0,0,0,3000,2600,4895,40,0,49,49,25,480,684,53,720,40,4,149,2014,8,2,150,13860,14115,57.6122291,-152.2325806
AK,AK0014-002,COLD BAY PUBLIC LIBRARY,ALEUTIANS EAST,0,0,0,3300,6500,12660,52800,75260,,1961,0,1469,3430,,75261,0,0,0,0,0,0,7250,0,0,49,49,24,500,1592,105,1804,0,6,384,2014,8,2,13,16530,3351,55.206634,-162.7133916
AK,AK0015-002,COOPER LANDING COMMUNITY LIBRARY,KENAI PENINSULA,0,0,0,2210,6500,10467,12515,31692,,4633,200,708,5541,,29985,0,0,0,0,0,0,3312,116,0,49,49,0,1092,3623,520,3846,200,4,465,2014,8,2,122,0,57067,60.487401,-150.010519
AK,AK0016-002,CORDOVA PUBLIC LIBRARY,VALDEZ-CORDOVA,0,0,3.5,395676,6500,1067,13463,416706,323271,11963,3000,1587,16550,70184,410005,0,0,0,0,0,2081657,22275,8777,1,49,50,32,2444,22694,1981,9902,1115,5,5260,2014,8,2,261,17410,9770,60.5479952,-145.766031
AK,AK0017-003,CRAIG PUBLIC LIBRARY,PR WALES-OUTER KE,0,0,1,112267,13650,9507,35528,170952,,12367,1872,4588,18827,,170087,0,0,0,0,0,0,10243,8777,0,49,49,80,2256,20751,2491,32101,5442,4,4159,2014,8,2,198,17740,6402,55.4761261,-133.1514564
AK,AK0019-002,DELTA COMMUNITY LIBRARY,SE FAIRBANK,0,0,1,197417,6500,16000,3637,223554,130345,12106,1025,500,13631,62637,206613,0,0,0,0,0,0,15392,8777,1,49,50,10,2600,45271,6010,44805,358,8,16827,2014,8,2,240,18620,6969,64.0465711,-145.7334852
AK,AK0020-002,DILLINGHAM PUBLIC LIBRARY,DILLINGHAM,0,0,1,129087,6500,18258,54160,208005,,8288,0,5047,13335,,208134,0,250000,0,0,250000,0,22578,8777,1,49,50,38,1988,32263,2238,20120,980,10,8085,2014,8,2,70,18950,4988,59.0402542,-158.4667361
AK,AK0021-002,EAGLE PUBLIC LIBRARY,SE FAIRBANK,0,0,0.48,2000,6500,21490,61149,91139,,2643,539,3868,7050,,99630,0,0,0,0,0,0,9480,23,1,49,50,37,713,2184,300,8469,1,5,1104,2014,8,2,240,20380,6969,64.786619,-141.201518
AK,AK0075-002,TOK COMMUNITY LIBRARY,SE FAIRBANK,0,0,0,0,11500,856,17525,29881,,2567,0,1138,3705,,25388,0,0,0,0,0,10290,11620,0,0,49,49,10,1409,2674,726,2797,0,4,1082,2014,8,2,240,0,6969,63.910262,-142.214893
AK,AK0023-002,FAIRBANKS NORTH STAR BOROUGH PUBLIC LIBRARY,FAIRBANKS NORTH STAR,1,11,12,5657613,19500,131172,104007,5912292,4698637,382775,125541,109805,618121,578003,5894761,0,190159,0,0,190159,2189385,338612,8971,32,49,81,641,7112,345266,58763,674040,26499,30,99567,2014,8,2,90,24230,100807,64.838318,-147.738617
AK,AK0025-002,CHARLES EVANS COMMUNITY/SCHOOL LIBRARY,YUKON-KOYUKUK,0,0,0.38,17639,6500,6000,541,30680,,3185,0,311,3496,,31391,0,0,0,0,0,0,9421,0,0,49,49,42,750,3513,400,3826,0,2,1250,2014,8,2,290,27530,5654,64.7480237,-156.8723252
AK,AK0027-002,COPPER VALLEY COMMUNITY LIBRARY,VALDEZ-CORDOVA,0,0,0,0,6500,9413,50465,66378,,6390,350,2256,8996,,69749,0,21908,0,0,21908,0,17425,4,1,49,50,18,1508,12992,1226,19614,14,7,2916,2014,8,2,261,0,9770,62.198412,-146.050333
AK,AK0028-002,GUSTAVUS PUBLIC LIBRARY,SKAGWAY-ANGOON,0,0,0.88,41450,6500,3072,26662,77684,,5281,0,0,5281,,77784,0,0,0,0,0,0,11905,0,0,49,49,28,1248,10689,658,7329,0,6,1840,2014,8,2,105,30940,2134,58.4130833,-135.726709
AK,AK0029-002,HAINES BOROUGH PUBLIC LIBRARY,HAINES,0,0,1.8,381855,13673,58862,51918,506308,356370,13647,3000,4217,20864,126978,504212,0,0,0,0,0,0,31834,8777,1,49,50,127,3016,82826,3081,103262,1117,11,20937,2014,8,2,100,31050,2569,59.232844,-135.4480632
AK,AK0030-002,TRI-VALLEY COMMUNITY LIBRARY,DENALI,0,0,0.6,9860,6500,346,37216,53922,,7426,500,479,8405,,38959,0,0,0,0,0,0,23299,8777,0,49,49,19,1120,7881,960,16654,631,7,818,2014,8,2,68,32150,1933,63.8734912,-149.0170333
AK,AK0031-002,HOLLIS PUBLIC LIBRARY,PR WALES-OUTER KE,0,0,0,4000,6500,9777,22725,43002,,1601,0,1464,3065,,46270,0,0,0,0,0,0,18000,2,0,49,49,17,1050,1404,250,2734,0,6,300,2014,8,2,198,0,6402,55.781881,-133.075907
AK,AK0032-002,HOMER PUBLIC LIBRARY,KENAI PENINSULA,0,1,1,835597,9776,12666,53816,911855,518903,41478,4208,4739,50425,145957,715285,0,0,0,0,0,0,38205,8777,4,49,53,145,2917,115918,9598,107737,8630,31,31553,2014,8,2,122,33140,57067,59.640502,-151.544299
AK,AK0033-002,HOPE COMMUNITY LIBRARY,KENAI PENINSULA,0,0,0,0,9869,1000,10402,21271,,3097,0,0,3097,,20871,0,0,0,0,0,0,5925,0,0,49,49,5,1188,2352,169,1508,0,2,780,2014,8,2,122,68560,57067,60.109417,-149.445094
AK,AK0035-004,JUNEAU PUBLIC LIBRARIES,JUNEAU,0,4.75,4.75,2173750,19500,121312,20938,2335500,1683182,117482,24979,20428,162889,467608,2313679,0,0,0,0,0,0,121027,95494,11,49,60,415,7584,290318,21012,180667,9562,59,40176,2014,8,2,110,36400,32626,58.2984755,-134.4036617
AK,AK0037-002,KASILOF PUBLIC LIBRARY,KENAI PENINSULA,0,0,0.75,13280,6500,8020,6241,34041,,3351,0,405,3756,,45059,0,0,0,0,0,0,12598,0,0,49,49,24,1008,4500,365,5117,0,5,1960,2014,8,2,122,16420,57067,60.3125872,-151.2603381
AK,AK0038-002,KENAI COMMUNITY LIBRARY,KENAI PENINSULA,0,3,3.35,841955,6500,7406,5063,860924,554266,57906,6699,4587,69192,156550,780008,0,0,0,0,0,0,76637,8899,0,49,49,129,3072,100955,12207,139822,10368,40,16339,2014,8,2,122,38420,57067,60.5585732,-151.2442311
AK,AK0039-002,KETCHIKAN PUBLIC LIBRARY,KETCHIKAN GATEWAY,0,3.96,4.35,1733060,7934,0,53701,1794695,927288,85572,5549,77722,168843,235067,1331198,0,4803785,0,76916,4880701,8704970,58939,8777,4,49,53,172,2538,125338,8308,141873,5018,6,9127,2014,8,2,130,38970,13695,55.352711,-131.650729
AK,AK0040-002,A. HOLMES JOHNSON MEMORIAL LIBRARY,KODIAK ISLAND,0,1,1,825846,10161,3953,3637,843597,682854,52547,2940,3429,58916,87029,828799,0,0,0,0,0,12822650,71566,8777,0,49,49,128,3344,164190,10501,136525,4205,14,49574,2014,8,2,150,40950,14115,57.7939208,-152.3986029
AK,AK0041-002,CHUKCHI CONSORTIUM LIBRARY,NORTHWEST ARCTIC,0,1,2.25,133641,13000,7213,148214,302068,194309,15240,0,6004,21244,73087,288640,0,0,0,0,0,0,21420,0,210,49,259,98,2792,32300,1497,10196,0,14,7800,2014,8,2,188,41830,7697,66.8970613,-162.5928328
AK,AK0044-002,MCGRATH COMMUNITY LIBRARY,YUKON-KOYUKUK,0,0,0.5,6000,6500,8404,50844,71748,,3526,500,0,4026,,59218,6000,0,0,0,6000,0,13610,0,0,49,49,18,1040,3557,353,879,0,9,1175,2014,8,2,290,30060,5654,62.909259,-160.065507
AK,AK0046-002,CENTENNIAL LIBRARY,PR WALES-OUTER KE,0,0,1,40650,6500,7280,0,54430,,4277,0,431,4708,,64368,0,0,0,0,0,0,13069,9162,2,49,51,21,960,2654,339,1589,45,11,1650,2014,8,2,198,48870,6402,55.128483,-131.575207
AK,AK0047-004,MARTIN MONSEN REGIONAL LIBRARY,BRISTOL BAY,0,0,1,295878,13000,5900,1157,315935,228017,9064,0,3010,12074,44497,284588,0,0,0,0,0,0,12948,0,0,49,49,14,3224,9282,467,6495,0,13,3553,2014,8,2,60,39630,955,58.6820703,-156.6675022
AK,AK0048-002,NENANA PUBLIC LIBRARY,YUKON-KOYUKUK,0,0,0.8,90767,6500,16066,7132,120465,,6569,191,2249,9009,,112057,0,0,0,0,0,0,7297,228,0,49,49,10,1664,6196,1048,8210,8,7,1768,2014,8,2,290,53050,5654,64.5624425,-149.0928496
AK,AK0051-002,NINILCHIK COMMUNITY LIBRARY,KENAI PENINSULA,0,0,0.38,5189,6500,4472,14211,30372,,3451,0,696,4147,,29740,0,0,0,0,0,0,9825,0,0,49,49,2,1450,4420,1103,7935,0,5,1154,2014,8,2,122,31710,57067,60.0277445,-151.6922728
AK,AK0052-002,KEGOAYAH KOZGA LIBRARY,NOME,0,0,1,274711,8481,13599,42211,339002,222480,20334,0,211,20545,88789,331814,0,0,0,0,0,0,20082,0,0,49,49,37,2244,26000,2113,14772,0,8,10438,2014,8,2,180,54920,9884,64.4973222,-165.4054974
AK,AK0053-002,NORTHWAY COMMUNITY/SCHOOL LIBRARY,SE FAIRBANK,0,0,0.25,24860,6500,0,0,31360,,4499,0,1310,5809,,34347,0,0,0,0,0,0,4325,0,0,49,49,28,480,900,80,1145,0,1,400,2014,8,2,240,56220,6969,62.95927,-141.9362156
AK,AK0055-002,PALMER PUBLIC LIBRARY,MATANUSKA-SUSITNA,0,0,1,616321,6500,5953,6199,634973,375693,34739,0,0,34739,117144,527576,0,0,0,0,0,0,58117,8999,0,49,49,51,2288,97082,8855,140462,8643,18,14967,2014,8,2,170,58660,95892,61.599967,-149.113048
AK,AK0056-002,PELICAN PUBLIC LIBRARY,SKAGWAY-ANGOON,0,0,0.25,17600,6500,12685,25479,62264,,1287,0,2135,3422,,55141,0,0,0,0,0,0,9990,0,0,49,49,38,728,2980,312,4020,0,3,523,2014,8,2,105,59650,2134,57.9587365,-136.2239227
AK,AK0057-002,PETERSBURG PUBLIC LIBRARY,WRANGELL-PETERSBU,0,1,1,273190,6500,9578,16466,305734,211847,13721,3000,7000,23721,36660,272228,1300707,3043966,0,520000,4864673,3918240,25744,8023,0,49,49,112,2550,67269,3181,72938,3039,2,3577,2014,8,2,195,0,3213,56.851799,-133.131502
AK,AK0058-002,JESSIE WAKEFIELD MEMORIAL LIBRARY,KODIAK ISLAND,0,0,0.5,3000,6500,20752,45427,75679,,1957,0,952,2909,,69168,0,0,0,0,0,0,9504,38,0,49,49,24,1140,2387,188,2105,50,5,732,2014,8,2,150,63610,14115,57.86639,-152.883684
AK,AK0061-002,ST. PAUL ISLAND SCHOOL/COMMUNITY LIBRARY,ALEUTIANS WEST,0,0,0.3,5121,6500,5040,1270,17931,,4606,0,0,4606,,22971,0,0,0,0,0,0,13280,3,2,49,51,43,960,3600,323,2980,0,14,1300,2014,8,2,16,66470,5692,57.1209898,-170.2800724
AK,AK0064-002,SELDOVIA PUBLIC LIBRARY,KENAI PENINSULA,0,0,0,0,6500,4054,11162,21716,,3718,0,771,4489,,17075,0,0,0,0,0,0,8315,0,0,49,49,16,913,4743,317,6213,0,10,750,2014,8,2,122,68340,57067,59.4386818,-151.7145869
AK,AK0065-002,SEWARD COMMUNITY LIBRARY MUSEUM,KENAI PENINSULA,0,1,2,431089,6500,8541,18612,464742,312126,15419,0,3207,18626,146956,477708,0,1331351,507104,0,1838455,5052637,29341,8777,5,49,54,48,3172,60298,6941,47481,2029,9,10976,2014,8,2,122,68560,57067,60.1016983,-149.4387634
AK,AK0067-002,KETTLESON MEMORIAL LIBRARY,SITKA,0,1.6,3,852387,6500,2978,12000,873865,554939,72500,4100,16100,92700,228486,876125,0,5700000,0,0,5700000,37000,65635,8777,2,49,51,284,3592,122015,12797,122928,2598,12,47773,2014,8,2,220,70540,9014,57.0495852,-135.3345211
AK,AK0068-002,SKAGWAY PUBLIC LIBRARY,SKAGWAY-ANGOON,0,0,1,195173,6500,2978,2009,206660,,7334,0,472,7806,,299651,525000,667000,0,100000,1292000,1292000,8412,15,0,49,49,50,2040,10800,1652,7471,0,5,6066,2014,8,2,230,70760,1012,59.4606145,-135.3080232
AK,AK0069-002,SOLDOTNA PUBLIC LIBRARY,KENAI PENINSULA,0,1,1,348446,6500,780,2348,358074,266059,41688,200,6257,48145,34242,348446,0,0,0,0,0,0,42200,8777,0,49,49,140,2804,64012,8755,47414,326,6,5453,2014,8,2,122,71640,57067,60.4835693,-151.0674151
AK,AK0070-002,SUTTON PUBLIC LIBRARY/COMMUNITY RESOURCE CENTER,MATANUSKA-SUSITNA,0,0,1,269014,6500,791,0,276305,,16254,0,0,16254,,276304,0,0,0,0,0,0,13907,8777,0,49,49,37,2132,23833,964,18890,888,7,3301,2014,8,2,170,74525,95892,61.705952,-148.977161
AK,AK0072-002,TALKEETNA PUBLIC LIBRARY,MATANUSKA-SUSITNA,0,0,1.63,242961,6500,3795,0,253256,177656,27665,0,0,27665,48114,253435,385000,2800000,0,0,3185000,89708,16102,8777,0,49,49,43,2184,36292,3231,59649,2977,10,9996,2014,8,2,170,74830,95892,62.3215917,-150.1080973
AK,AK0073-002,TANANA COMMUNITY/SCHOOL LIBRARY,YUKON-KOYUKUK,0,0,0.5,5000,6500,0,56638,68138,,2080,0,1420,3500,,69325,0,0,0,0,0,0,9230,0,0,49,49,27,380,1450,238,1395,0,4,450,2014,8,2,290,0,5654,65.329839,-151.957314
AK,AK0074-002,DERMOTT O'TOOLE MEMORIAL LIBRARY,SKAGWAY-ANGOON,0,0,0.25,11551,6500,8193,23760,50004,,3000,0,1666,4666,,50616,0,0,0,0,0,0,6685,52,0,49,49,1,800,2062,206,2825,13,8,433,2014,8,2,105,76260,2134,57.7800673,-135.2169506
AK,AK0077-002,VALDEZ CONSORTIUM LIBRARY,VALDEZ-CORDOVA,0,1,1,410009,6500,3978,22120,442607,280748,20971,3000,3058,27029,90381,398158,0,0,0,0,0,0,49450,8777,239,49,288,109,2860,38042,757,22041,1821,10,6955,2014,8,2,261,82200,9770,61.129882,-146.353396
AK,AK0078-002,WASILLA PUBLIC LIBRARY,MATANUSKA-SUSITNA,0,3,3,994579,6500,1500,37625,1040204,832849,64956,1008,12389,78353,127296,1038498,0,175000,0,0,175000,18819,54186,8789,0,49,49,83,2002,88878,10818,168011,9967,7,15786,2014,8,2,170,83080,95892,61.583125,-149.441482
AK,AK0080-002,WILLOW PUBLIC LIBRARY,MATANUSKA-SUSITNA,0,0,1.88,258094,6500,3719,0,268313,192335,18211,0,0,18211,57768,268314,0,0,0,0,0,0,23840,8777,0,49,49,50,2300,46138,2544,36337,2344,11,6227,2014,8,2,170,0,95892,61.33519,-150.851603
AK,AK0081-002,IRENE INGLE PUBLIC LIBRARY,WRANGELL,0,0,1,271703,7052,21747,2379,302881,233054,25287,1500,0,26787,34077,293918,0,0,0,0,0,0,33802,8777,2,49,51,73,1858,27180,1275,40209,614,7,5200,2014,8,2,275,86380,2404,56.4730653,-132.386938
AK,AK0082-002,AKIAK SCHOOL/COMMUNITY LIBRARY,BETHEL,0,0,0.25,39890,6500,4620,0,51010,,4374,0,250,4624,,45913,0,0,0,0,0,0,9003,0,1,49,50,30,480,4500,320,6389,0,7,1600,2014,8,2,50,870,17806,60.917795,-161.228344
AK,AK0085-002,FRANCES KIBBLE KENNY LAKE PUBLIC LIBRARY,VALDEZ-CORDOVA,0,0,0,0,6500,12926,18463,37889,,2319,0,2148,4467,,40962,0,0,0,0,0,0,7931,0,0,49,49,5,984,3029,616,4243,0,3,710,2014,8,2,261,0,9770,61.709958,-144.043021
AK,AK0087-002,KOYUK PUBLIC LIBRARY,NOME,0,0,0.5,26839,6500,13661,59400,106400,,2865,802,0,3667,,98331,0,0,0,0,0,0,3180,0,0,49,49,10,1040,2340,350,3417,0,5,1664,2014,8,2,180,41940,9884,64.93803,-161.141837
AK,AK0091-002,TULUKSAK SCHOOL/COMMUNITY LIBRARY,BETHEL,0,0,0.38,17000,6500,0,0,23500,,6082,0,450,6532,,27526,0,0,0,0,0,0,8940,0,0,49,49,20,720,3700,300,3852,0,7,1800,2014,8,2,50,78790,17806,61.107769,-160.952397
AK,AK0094-010,TUZZY CONSORTIUM LIBRARY,NORTH SLOPE,0,2,2,688125,52000,180472,256148,1176745,561737,47581,14147,8851,70579,406347,1038663,0,0,0,0,0,0,51312,13580,10,49,59,152,6168,56314,2441,34881,195,35,20281,2014,8,2,185,5200,9733,71.2984603,-156.7534146
AK,AK0095-002,AKIACHAK SCHOOL/COMMUNITY LIBRARY,BETHEL,0,0,0.5,52412,6500,0,0,58912,,4236,1614,400,6250,,48875,0,0,0,0,0,0,13575,0,0,49,49,0,480,8565,596,9289,0,3,4050,2014,8,2,50,61080,17806,59.012567,-161.825068
AK,AK0097-002,ESTHER GREENWALD LIBRARY,SKAGWAY-ANGOON,0,0,0.25,34152,6500,10380,21417,72449,,7515,3200,1000,11715,,84248,0,0,0,0,0,0,17405,8777,4,49,53,17,1560,7900,601,4549,113,9,4212,2014,8,2,105,33360,2134,58.1082582,-135.4385608
AK,AK0099-002,MOOSE PASS PUBLIC LIBRARY,KENAI PENINSULA,0,0,0,0,9900,10726,7213,27839,,3590,0,2530,6120,,24368,0,0,0,0,0,0,6808,57,0,49,49,5,876,1233,302,5988,0,4,338,2014,8,2,122,50190,57067,60.4873228,-149.3684553
AK,AK0100-002,NIKOLAI COMMUNITY/SCHOOL LIBRARY,YUKON-KOYUKUK,0,0,0.25,3000,6500,14246,0,23746,,5676,0,1000,6676,,20628,0,0,0,0,0,0,5000,44,0,49,49,10,480,1696,70,1148,0,7,620,2014,8,2,290,54150,5654,63.010723,-154.377316
AK,AK0101-002,SAND POINT COMMUNITY/SCHOOL LIBRARY,ALEUTIANS EAST,0,0,0.38,37233,6500,0,0,43733,,13269,34,1065,14368,,57991,0,0,0,0,0,0,19220,0,0,49,49,55,800,21450,935,20684,0,22,10728,2014,8,2,13,67020,3351,55.3533513,-160.4813624
AK,AK0102-002,EGEGIK VILLAGE LIBRARY,LAKE AND PENINSULA,0,0,0.5,9508,6500,13900,52800,82708,,743,503,2772,4018,,81106,0,0,0,0,0,0,3784,13,0,49,49,22,1008,680,112,1000,0,2,280,2014,8,2,164,21150,1662,58.210776,-157.345234
AK,AK0103-002,TRAPPER CREEK PUBLIC LIBRARY,MATANUSKA-SUSITNA,0,0,0.75,135244,6500,0,0,141744,,14265,0,0,14265,,141701,0,0,0,0,0,0,13254,8771,1,49,50,39,1270,6106,733,12277,681,8,2608,2014,8,2,170,78680,95892,62.3072213,-150.246221
AK,AK0104-002,HOLY CROSS COMMUNITY/SCHOOL LIBRARY,YUKON-KOYUKUK,0,0,0.25,2900,6500,28573,46420,84393,,6782,0,0,6782,,82774,0,0,0,0,0,0,5840,0,0,49,49,20,480,1817,167,1123,0,6,1117,2014,8,2,290,0,5654,62.057258,-160.023886
